"longitude","latitude","temperature","humidity","skycon","wind_speed","wind_direction","wind_start_longitude","wind_start_latitude","wind_end_longitude","wind_end_latitude"
"118.07794864849048","37.61906698395287",4,"44%","clearnight",2,"NW","118.07794864849048","37.61906698395287","117.9365","37.7605"
"117.90507543938139","37.311864238117465",4,"44%","clearnight",2,"N","117.90507543938139","37.311864238117465","117.9051","37.5119"
"118.22753636694036","38.1015061629338",4,"43%","clearnight",2,"NW","118.22753636694036","38.1015061629338","118.0861","38.2429"
"117.45326965147461","37.60387255564835",4,"42%","clearnight",2,"NW","117.45326965147461","37.60387255564835","117.3118","37.7453"
"118.1307439786816","37.99997482622255",5,"45%","clearnight",2,"NW","118.1307439786816","37.99997482622255","117.9893","38.1414"
"117.37513418494306","36.99454962689673",5,"36%","clearnight",2,"N","117.37513418494306","36.99454962689673","117.3751","37.1945"
"118.15636595854616","37.363412498904296",4,"43%","clearnight",2,"N","118.15636595854616","37.363412498904296","118.1564","37.5634"
"117.60910712121473","37.65317824871805",4,"45%","clearnight",2,"NW","117.60910712121473","37.65317824871805","117.4677","37.7946"
"117.40468401615257","37.554062743199445",4,"42%","clearnight",2,"NW","117.40468401615257","37.554062743199445","117.2633","37.6955"
"117.765684105312","37.583179249467825",4,"42%","clearnight",2,"NW","117.765684105312","37.583179249467825","117.6243","37.7246"
"117.55122757182477","37.43195565262051",4,"40%","clearnight",2,"N","117.55122757182477","37.43195565262051","117.5512","37.6320"
"117.61261283265564","37.30599482800357",4,"41%","clearnight",2,"N","117.61261283265564","37.30599482800357","117.6126","37.5060"
"118.19285630286032","37.3389365091892",4,"42%","clearnight",2,"N","118.19285630286032","37.3389365091892","118.1929","37.5389"
"117.77345911469578","37.83351509916554",4,"40%","clearnight",2,"NW","117.77345911469578","37.83351509916554","117.6320","37.9749"
"117.79517213387342","37.39478441837514",4,"44%","clearnight",2,"N","117.79517213387342","37.39478441837514","117.7952","37.5948"
"118.18570158389457","37.07237967590066",4,"40%","clearnight",2,"N","118.18570158389457","37.07237967590066","118.1857","37.2724"
"117.88761491557814","37.78688806266763",4,"43%","clearnight",2,"NW","117.88761491557814","37.78688806266763","117.7462","37.9283"
"117.68621130018504","37.671018065617936",4,"40%","clearnight",2,"NW","117.68621130018504","37.671018065617936","117.5448","37.8124"
"117.82747186666451","37.00406015394896",4,"45%","clearnight",2,"N","117.82747186666451","37.00406015394896","117.8275","37.2041"
"118.13295547872258","38.09042235516134",5,"41%","clearnight",2,"NW","118.13295547872258","38.09042235516134","117.9915","38.2318"
"117.92391407981061","38.21232466889494",5,"41%","clearnight",2,"NW","117.92391407981061","38.21232466889494","117.7825","38.3537"
"117.66417308844092","37.4910752238882",4,"43%","clearnight",2,"N","117.66417308844092","37.4910752238882","117.6642","37.6911"
"117.96759760895421","37.63427856901",4,"40%","clearnight",2,"NW","117.96759760895421","37.63427856901","117.8262","37.7757"
"117.96183037541388","37.63584951950664",4,"40%","clearnight",2,"NW","117.96183037541388","37.63584951950664","117.8204","37.7773"
"118.32763627569327","37.191481647145054",4,"43%","clearnight",2,"N","118.32763627569327","37.191481647145054","118.3276","37.3915"
"117.86877802817557","37.27786775736116",4,"44%","clearnight",2,"N","117.86877802817557","37.27786775736116","117.8688","37.4779"
"117.61440079015786","38.007435624024026",3,"43%","clearnight",2,"NW","117.61440079015786","38.007435624024026","117.4730","38.1489"
"117.57335241085678","37.68247845727635",4,"45%","clearnight",2,"NW","117.57335241085678","37.68247845727635","117.4319","37.8239"
"118.07222485505388","38.134633862828295",5,"41%","clearnight",2,"NW","118.07222485505388","38.134633862828295","117.9308","38.2761"
"117.78648630840699","37.67210135936609",4,"45%","clearnight",2,"NW","117.78648630840699","37.67210135936609","117.6451","37.8135"
"117.47238246248327","37.35206193754326",4,"41%","clearnight",2,"N","117.47238246248327","37.35206193754326","117.4724","37.5521"
"117.83807237134667","36.93298388460031",4,"44%","clearnight",2,"N","117.83807237134667","36.93298388460031","117.8381","37.1330"
"117.81321940314996","36.869127037317526",4,"44%","clearnight",2,"N","117.81321940314996","36.869127037317526","117.8132","37.0691"
"117.96347233743157","38.05309047971951",5,"44%","clearnight",2,"NW","117.96347233743157","38.05309047971951","117.8221","38.1945"
"117.39637653264442","37.41014985941068",4,"44%","clearnight",2,"N","117.39637653264442","37.41014985941068","117.3964","37.6101"
"117.49171601155466","36.98000758167858",5,"38%","clearnight",2,"N","117.49171601155466","36.98000758167858","117.4917","37.1800"
"117.67567444920338","37.33887805551801",4,"42%","clearnight",2,"N","117.67567444920338","37.33887805551801","117.6757","37.5389"
"117.60468016616451","37.016987301435464",4,"36%","clearnight",2,"N","117.60468016616451","37.016987301435464","117.6047","37.2170"
"118.01657087909386","38.012943933013965",5,"43%","clearnight",2,"NW","118.01657087909386","38.012943933013965","117.8751","38.1544"
"118.14424723827973","37.55157929473116",4,"44%","clearnight",2,"NW","118.14424723827973","37.55157929473116","118.0028","37.6930"
"117.74970733939696","37.81516133654093",4,"43%","clearnight",2,"NW","117.74970733939696","37.81516133654093","117.6083","37.9566"
"117.80566615467866","37.410407823978865",4,"44%","clearnight",2,"N","117.80566615467866","37.410407823978865","117.8057","37.6104"
"117.44592107463072","37.42816270007967",4,"44%","clearnight",2,"N","117.44592107463072","37.42816270007967","117.4459","37.6282"
"118.1719077364391","37.12665871847765",4,"40%","clearnight",2,"N","118.1719077364391","37.12665871847765","118.1719","37.3267"
"118.09969004419538","37.31572588930543",4,"45%","clearnight",2,"N","118.09969004419538","37.31572588930543","118.0997","37.5157"
"118.28385555790192","37.67370071875542",4,"37%","clearnight",2,"NW","118.28385555790192","37.67370071875542","118.1424","37.8151"
"117.9622842277614","37.873893252400705",4,"44%","clearnight",2,"NW","117.9622842277614","37.873893252400705","117.8209","38.0153"
"117.73380092787868","37.621521222556474",4,"44%","clearnight",2,"NW","117.73380092787868","37.621521222556474","117.5924","37.7629"
"117.781401457877","36.79885781949532",4,"41%","clearnight",2,"N","117.781401457877","36.79885781949532","117.7814","36.9989"
"117.65620341403178","37.047018669115054",4,"39%","clearnight",2,"N","117.65620341403178","37.047018669115054","117.6562","37.2470"
"117.57488773721396","37.90799177750174",4,"42%","clearnight",2,"NW","117.57488773721396","37.90799177750174","117.4335","38.0494"
"117.62146406477174","37.72215550408607",4,"45%","clearnight",2,"NW","117.62146406477174","37.72215550408607","117.4800","37.8636"
"118.25886773489819","37.343745131401974",4,"36%","clearnight",2,"N","118.25886773489819","37.343745131401974","118.2589","37.5437"
"118.28047877333691","37.12926202307052",4,"42%","clearnight",2,"N","118.28047877333691","37.12926202307052","118.2805","37.3293"
"117.44972247583264","37.66572973336284",4,"43%","clearnight",2,"NW","117.44972247583264","37.66572973336284","117.3083","37.8072"
"117.72254668223343","38.01932484406766",3,"42%","clearnight",2,"NW","117.72254668223343","38.01932484406766","117.5811","38.1607"
"117.89943475755318","37.744064402513075",4,"45%","clearnight",2,"NW","117.89943475755318","37.744064402513075","117.7580","37.8855"
"117.96378585105735","37.445267051121256",4,"41%","clearnight",2,"N","117.96378585105735","37.445267051121256","117.9638","37.6453"
"117.88939125905539","37.90484353571398",4,"42%","clearnight",2,"NW","117.88939125905539","37.90484353571398","117.7480","38.0463"
"117.79737262736923","37.99400436978288",4,"40%","clearnight",2,"NW","117.79737262736923","37.99400436978288","117.6560","38.1354"
"117.49516066961","37.400627080693006",4,"41%","clearnight",2,"N","117.49516066961","37.400627080693006","117.4952","37.6006"
"118.26064710820992","37.777114515655775",4,"49%","clearnight",2,"NW","118.26064710820992","37.777114515655775","118.1192","37.9185"
"118.17685269451025","37.17462899887958",4,"41%","clearnight",2,"N","118.17685269451025","37.17462899887958","118.1769","37.3746"
"118.29559762952047","37.697964527923766",4,"37%","clearnight",2,"NW","118.29559762952047","37.697964527923766","118.1542","37.8394"
"117.7965676697964","36.8267392212756",4,"41%","clearnight",2,"N","117.7965676697964","36.8267392212756","117.7966","37.0267"
"118.24792259989104","37.098704971723514",4,"40%","clearnight",2,"N","118.24792259989104","37.098704971723514","118.2479","37.2987"
"118.05539152066669","38.165742584438036",5,"41%","clearnight",2,"NW","118.05539152066669","38.165742584438036","117.9140","38.3072"
"117.72665328412252","37.56988176131733",4,"44%","clearnight",2,"NW","117.72665328412252","37.56988176131733","117.5852","37.7113"
"117.69925751321729","37.59385612555074",4,"44%","clearnight",2,"NW","117.69925751321729","37.59385612555074","117.5578","37.7353"
"117.60060040175301","37.05341921670371",4,"40%","clearnight",2,"N","117.60060040175301","37.05341921670371","117.6006","37.2534"
"117.7397536169772","37.46149516020866",4,"43%","clearnight",2,"N","117.7397536169772","37.46149516020866","117.7398","37.6615"
"117.91243906375135","37.61764329876287",4,"43%","clearnight",2,"NW","117.91243906375135","37.61764329876287","117.7710","37.7591"
"117.44904269369444","37.44645729278761",4,"44%","clearnight",2,"N","117.44904269369444","37.44645729278761","117.4490","37.6465"
"117.4901954460108","37.42726772622559",4,"41%","clearnight",2,"N","117.4901954460108","37.42726772622559","117.4902","37.6273"
"118.29404872289905","37.1098810273747",4,"42%","clearnight",2,"N","118.29404872289905","37.1098810273747","118.2940","37.3099"
"117.99347194063733","38.01903916106505",5,"43%","clearnight",2,"NW","117.99347194063733","38.01903916106505","117.8521","38.1605"
"118.13068191089708","37.10698259842009",4,"43%","clearnight",2,"N","118.13068191089708","37.10698259842009","118.1307","37.3070"
"117.61040450285536","37.6031953720618",4,"44%","clearnight",2,"NW","117.61040450285536","37.6031953720618","117.4690","37.7446"
"117.6543741434184","36.86894537310898",4,"40%","clearnight",2,"NE","117.6543741434184","36.86894537310898","117.7958","37.0104"
"117.51822461538154","37.569801833709526",4,"42%","clearnight",2,"NW","117.51822461538154","37.569801833709526","117.3768","37.7112"
"118.05709492207934","37.972211807208225",5,"45%","clearnight",2,"NW","118.05709492207934","37.972211807208225","117.9157","38.1136"
"117.38541263291098","36.987964310787504",5,"36%","clearnight",2,"N","117.38541263291098","36.987964310787504","117.3854","37.1880"
"118.21626198316403","37.96382974771816",4,"44%","clearnight",2,"NW","118.21626198316403","37.96382974771816","118.0748","38.1053"
"117.74228055541592","38.09729278471424",3,"41%","clearnight",2,"NW","117.74228055541592","38.09729278471424","117.6009","38.2387"
"117.78183013353855","36.80664636699507",4,"41%","clearnight",2,"N","117.78183013353855","36.80664636699507","117.7818","37.0066"
"117.67080195261254","37.82423804251726",4,"43%","clearnight",2,"NW","117.67080195261254","37.82423804251726","117.5294","37.9657"
"118.07695087688424","37.5187691866026",4,"42%","clearnight",2,"N","118.07695087688424","37.5187691866026","118.0770","37.7188"
"118.06380899537909","37.94595794816679",4,"45%","clearnight",2,"NW","118.06380899537909","37.94595794816679","117.9224","38.0874"
"118.29209457003196","37.048502149929035",4,"44%","clearnight",2,"N","118.29209457003196","37.048502149929035","118.2921","37.2485"
"117.48587242120573","37.05084772826476",5,"39%","clearnight",2,"N","117.48587242120573","37.05084772826476","117.4859","37.2508"
"117.62770595717016","37.50493507208016",4,"45%","clearnight",2,"N","117.62770595717016","37.50493507208016","117.6277","37.7049"
"117.99101959889533","37.948807096530615",4,"44%","clearnight",2,"NW","117.99101959889533","37.948807096530615","117.8496","38.0902"
"118.15475257643301","37.309284177147276",4,"42%","clearnight",2,"N","118.15475257643301","37.309284177147276","118.1548","37.5093"
"117.82267838741888","36.91567398547602",4,"44%","clearnight",2,"N","117.82267838741888","36.91567398547602","117.8227","37.1157"
"117.6826217277514","37.61616646523384",4,"44%","clearnight",2,"NW","117.6826217277514","37.61616646523384","117.5412","37.7576"
"117.43506227656393","37.419267505545776",4,"44%","clearnight",2,"N","117.43506227656393","37.419267505545776","117.4351","37.6193"
"117.45662181357964","37.089415733574654",5,"39%","clearnight",2,"N","117.45662181357964","37.089415733574654","117.4566","37.2894"
"117.8846442405594","37.511375514648776",4,"42%","clearnight",2,"N","117.8846442405594","37.511375514648776","117.8846","37.7114"
"117.88580646699938","37.4546172221679",4,"42%","clearnight",2,"N","117.88580646699938","37.4546172221679","117.8858","37.6546"
"117.74219598517735","37.05511482140012",4,"38%","clearnight",2,"N","117.74219598517735","37.05511482140012","117.7422","37.2551"
"117.70814738599624","36.76588076713094",4,"40%","clearnight",2,"NE","117.70814738599624","36.76588076713094","117.8496","36.9073"
"117.82077951342039","37.5871705235307",4,"42%","clearnight",2,"NW","117.82077951342039","37.5871705235307","117.6794","37.7286"
"117.77546204488199","36.9708159971167",4,"45%","clearnight",2,"N","117.77546204488199","36.9708159971167","117.7755","37.1708"
"118.2117448277939","37.91145051061816",4,"45%","clearnight",2,"NW","118.2117448277939","37.91145051061816","118.0703","38.0529"
"117.5363203353464","37.30843740828074",4,"44%","clearnight",2,"N","117.5363203353464","37.30843740828074","117.5363","37.5084"
"118.09160740033188","37.97874874471513",5,"45%","clearnight",2,"NW","118.09160740033188","37.97874874471513","117.9502","38.1202"
"117.90753859097417","37.87529128700181",4,"42%","clearnight",2,"NW","117.90753859097417","37.87529128700181","117.7661","38.0167"
"118.10515344549798","37.54042403806",4,"42%","clearnight",2,"N","118.10515344549798","37.54042403806","118.1052","37.7404"
"117.82399718786469","37.817303041387234",4,"40%","clearnight",2,"NW","117.82399718786469","37.817303041387234","117.6826","37.9587"
"117.75346173805576","37.427477409439994",4,"44%","clearnight",2,"N","117.75346173805576","37.427477409439994","117.7535","37.6275"
"117.41139251095147","37.22264397979154",4,"36%","clearnight",2,"N","117.41139251095147","37.22264397979154","117.4114","37.4226"
"118.05398895916167","37.505348595424614",4,"42%","clearnight",2,"N","118.05398895916167","37.505348595424614","118.0540","37.7053"
"117.93798661794109","37.965647952914026",4,"41%","clearnight",2,"NW","117.93798661794109","37.965647952914026","117.7966","38.1071"
"117.52929440785827","37.50098592701414",4,"44%","clearnight",2,"N","117.52929440785827","37.50098592701414","117.5293","37.7010"
"117.77825065427542","37.85811134537594",4,"42%","clearnight",2,"NW","117.77825065427542","37.85811134537594","117.6368","37.9995"
"117.60588064559471","37.55097571182029",4,"44%","clearnight",2,"NW","117.60588064559471","37.55097571182029","117.4645","37.6924"
"118.07095042535107","38.02979112332317",5,"45%","clearnight",2,"NW","118.07095042535107","38.02979112332317","117.9295","38.1712"
"117.66073440821934","37.512229961789274",4,"43%","clearnight",2,"N","117.66073440821934","37.512229961789274","117.6607","37.7122"
"118.25855540154573","37.72446509746329",4,"37%","clearnight",2,"NW","118.25855540154573","37.72446509746329","118.1171","37.8659"
"117.69252443519693","37.47404998480528",4,"43%","clearnight",2,"N","117.69252443519693","37.47404998480528","117.6925","37.6740"
"117.43538963392677","37.45987880762029",4,"41%","clearnight",2,"N","117.43538963392677","37.45987880762029","117.4354","37.6599"
"118.2870255432247","37.14492291328965",4,"42%","clearnight",2,"N","118.2870255432247","37.14492291328965","118.2870","37.3449"
"117.993076390339","37.306905534667315",4,"45%","clearnight",2,"N","117.993076390339","37.306905534667315","117.9931","37.5069"
"118.11908311368276","37.75928056246808",4,"43%","clearnight",2,"NW","118.11908311368276","37.75928056246808","117.9777","37.9007"
"117.92295859223452","37.38754697346601",4,"43%","clearnight",2,"N","117.92295859223452","37.38754697346601","117.9230","37.5875"
"117.45535292377917","37.293654610633745",4,"44%","clearnight",2,"N","117.45535292377917","37.293654610633745","117.4554","37.4937"
"117.7774885664016","37.67101229691623",4,"45%","clearnight",2,"NW","117.7774885664016","37.67101229691623","117.6361","37.8124"
"117.77150957345623","38.08465688233458",4,"40%","clearnight",2,"NW","117.77150957345623","38.08465688233458","117.6301","38.2261"
"117.4153747524345","36.9915306284984",5,"36%","clearnight",2,"N","117.4153747524345","36.9915306284984","117.4154","37.1915"
"117.57994245509282","37.883435636270264",4,"42%","clearnight",2,"NW","117.57994245509282","37.883435636270264","117.4385","38.0249"
"117.7831370047309","37.727974715720556",4,"45%","clearnight",2,"NW","117.7831370047309","37.727974715720556","117.6417","37.8694"
"117.47315940433582","37.51087973611988",4,"44%","clearnight",2,"N","117.47315940433582","37.51087973611988","117.4732","37.7109"
"117.50557064114356","37.12711267983585",5,"39%","clearnight",2,"N","117.50557064114356","37.12711267983585","117.5056","37.3271"
"117.71982383174144","37.46683805612705",4,"43%","clearnight",2,"N","117.71982383174144","37.46683805612705","117.7198","37.6668"
"118.15792770510976","37.03505817154951",4,"42%","clearnight",2,"N","118.15792770510976","37.03505817154951","118.1579","37.2351"
"117.85646178933119","37.96119795111827",4,"41%","clearnight",2,"NW","117.85646178933119","37.96119795111827","117.7150","38.1026"
"118.21974186323098","37.78899114307159",4,"44%","clearnight",2,"NW","118.21974186323098","37.78899114307159","118.0783","37.9304"
"118.0273101142371","37.28312604227348",4,"45%","clearnight",2,"N","118.0273101142371","37.28312604227348","118.0273","37.4831"
"117.97858262566828","38.05006850442512",5,"44%","clearnight",2,"NW","117.97858262566828","38.05006850442512","117.8372","38.1915"
"117.97630638111715","37.358422908654624",4,"41%","clearnight",2,"N","117.97630638111715","37.358422908654624","117.9763","37.5584"
"118.23149017236045","37.268304677434834",4,"42%","clearnight",2,"N","118.23149017236045","37.268304677434834","118.2315","37.4683"
"117.79778735353369","37.02975195292918",4,"45%","clearnight",2,"N","117.79778735353369","37.02975195292918","117.7978","37.2298"
"117.76548179272423","37.9154336796756",4,"42%","clearnight",2,"NW","117.76548179272423","37.9154336796756","117.6241","38.0569"
"118.2502119244115","37.25103521259326",4,"36%","clearnight",2,"N","118.2502119244115","37.25103521259326","118.2502","37.4510"
"117.87361682444006","37.98009700954716",4,"41%","clearnight",2,"NW","117.87361682444006","37.98009700954716","117.7322","38.1215"
"117.78635502773095","37.733165017147265",4,"45%","clearnight",2,"NW","117.78635502773095","37.733165017147265","117.6449","37.8746"
"117.45298863384588","37.34585544791691",4,"44%","clearnight",2,"N","117.45298863384588","37.34585544791691","117.4530","37.5459"
"117.97219622188543","37.71570427361397",4,"43%","clearnight",2,"NW","117.97219622188543","37.71570427361397","117.8308","37.8571"
"118.17946055688307","37.95802804532228",4,"44%","clearnight",2,"NW","118.17946055688307","37.95802804532228","118.0380","38.0994"
"118.25576888757554","37.25872721201729",4,"36%","clearnight",2,"N","118.25576888757554","37.25872721201729","118.2558","37.4587"
"117.4691100919639","37.368359480236414",4,"41%","clearnight",2,"N","117.4691100919639","37.368359480236414","117.4691","37.5684"
"117.75323556040061","37.899850479105375",4,"42%","clearnight",2,"NW","117.75323556040061","37.899850479105375","117.6118","38.0413"
"117.62007395530279","38.03142706002638",3,"43%","clearnight",2,"NW","117.62007395530279","38.03142706002638","117.4787","38.1728"
"117.67177566431792","37.831327483988964",4,"43%","clearnight",2,"NW","117.67177566431792","37.831327483988964","117.5304","37.9727"
"117.68435906315251","38.01662523608215",3,"42%","clearnight",2,"NW","117.68435906315251","38.01662523608215","117.5429","38.1580"
"118.22639571874498","38.074678831151466",4,"43%","clearnight",2,"NW","118.22639571874498","38.074678831151466","118.0850","38.2161"
"117.59491176346882","37.44950140536397",4,"40%","clearnight",2,"N","117.59491176346882","37.44950140536397","117.5949","37.6495"
"117.73144127660301","36.97107849473863",4,"39%","clearnight",2,"N","117.73144127660301","36.97107849473863","117.7314","37.1711"
"117.56897940135366","38.03120923183922",3,"43%","clearnight",2,"NW","117.56897940135366","38.03120923183922","117.4276","38.1726"
"118.01909444706484","37.89232144917129",4,"44%","clearnight",2,"NW","118.01909444706484","37.89232144917129","117.8777","38.0337"
"117.69738133796385","37.32265352762662",4,"42%","clearnight",2,"N","117.69738133796385","37.32265352762662","117.6974","37.5227"
"117.32793160185072","37.03341877894401",5,"39%","clearnight",2,"N","117.32793160185072","37.03341877894401","117.3279","37.2334"
"118.00879312108347","37.81581906109394",4,"45%","clearnight",2,"NW","118.00879312108347","37.81581906109394","117.8674","37.9572"
"118.01720286228999","38.19292665533611",5,"42%","clearnight",2,"NW","118.01720286228999","38.19292665533611","117.8758","38.3343"
"117.83140532474472","37.90375118802484",4,"42%","clearnight",2,"NW","117.83140532474472","37.90375118802484","117.6900","38.0452"
"118.02759198607123","37.540027573067086",4,"41%","clearnight",2,"N","118.02759198607123","37.540027573067086","118.0276","37.7400"
"118.03184620539595","37.819208040818545",4,"45%","clearnight",2,"NW","118.03184620539595","37.819208040818545","117.8904","37.9606"
"118.15981650240758","38.16938206515632",5,"40%","clearnight",3,"NW","118.15981650240758","38.16938206515632","117.9477","38.3815"
"118.24873848815587","37.31833261070856",4,"42%","clearnight",2,"N","118.24873848815587","37.31833261070856","118.2487","37.5183"
"117.62269584367586","38.025330382826894",3,"43%","clearnight",2,"NW","117.62269584367586","38.025330382826894","117.4813","38.1668"
"118.05444954044958","37.674731919864136",4,"44%","clearnight",2,"NW","118.05444954044958","37.674731919864136","117.9130","37.8162"
"117.60064431906302","37.30226063377886",4,"41%","clearnight",2,"N","117.60064431906302","37.30226063377886","117.6006","37.5023"
"118.34492409037952","37.15101070503464",4,"43%","clearnight",2,"N","118.34492409037952","37.15101070503464","118.3449","37.3510"
"117.83076301779975","37.79994268303041",4,"40%","clearnight",2,"NW","117.83076301779975","37.79994268303041","117.6893","37.9414"
"117.86146953754391","38.14570089904199",4,"40%","clearnight",2,"NW","117.86146953754391","38.14570089904199","117.7200","38.2871"
"117.78273799561224","36.83576084731588",4,"41%","clearnight",2,"N","117.78273799561224","36.83576084731588","117.7827","37.0358"
"117.98495872846195","37.67767858239504",4,"43%","clearnight",2,"NW","117.98495872846195","37.67767858239504","117.8435","37.8191"
"117.82791599133313","37.296164832372455",4,"45%","clearnight",2,"N","117.82791599133313","37.296164832372455","117.8279","37.4962"
"117.69582697453953","37.99960457797332",3,"42%","clearnight",2,"NW","117.69582697453953","37.99960457797332","117.5544","38.1410"
"118.36936049700566","37.17138508720223",5,"44%","clearnight",2,"N","118.36936049700566","37.17138508720223","118.3694","37.3714"
"118.25995962461771","37.2211416039863",4,"43%","clearnight",2,"N","118.25995962461771","37.2211416039863","118.2600","37.4211"
"117.981098885129","37.92136574106306",4,"44%","clearnight",2,"NW","117.981098885129","37.92136574106306","117.8397","38.0628"
"118.18062673810131","37.12260604508339",4,"40%","clearnight",2,"N","118.18062673810131","37.12260604508339","118.1806","37.3226"
"118.33785843888172","37.10829813363216",4,"42%","clearnight",2,"N","118.33785843888172","37.10829813363216","118.3379","37.3083"
"118.17982372372532","37.105874595895216",4,"40%","clearnight",2,"N","118.17982372372532","37.105874595895216","118.1798","37.3059"
"117.37918786894956","37.587763277957244",4,"42%","clearnight",2,"NW","117.37918786894956","37.587763277957244","117.2378","37.7292"
"117.57169765225026","37.29263065153377",4,"41%","clearnight",2,"N","117.57169765225026","37.29263065153377","117.5717","37.4926"
"117.68076485261005","37.397399199656455",4,"41%","clearnight",2,"N","117.68076485261005","37.397399199656455","117.6808","37.5974"
"118.02749564254388","38.03761568673049",5,"43%","clearnight",2,"NW","118.02749564254388","38.03761568673049","117.8861","38.1790"
"117.79869917743437","37.281103903285654",4,"45%","clearnight",2,"N","117.79869917743437","37.281103903285654","117.7987","37.4811"
