"longitude","latitude","temperature","apparent_temperature","humidity","skycon","air_quality_aqi","air_quality_pm25","wind_start_longitude","wind_start_latitude","wind_end_longitude","wind_end_latitude"
"118.9509","36.135",8.78,5.5,0.44,"FOG",71,50,"118.9509","36.135","118.7870","35.8685"
"120.8766","36.1824",9.32,4.9,0.64,"CLOUDY",38,24,"120.8766","36.1824","120.4750","35.7517"
"118.2597","36.135",7.43,5,0.53,"LIGHT_HAZE",107,81,"118.2597","36.135","118.1869","35.9638"
"117.1734","36.135",5.07,2.5,0.66,"CLOUDY",71,45,"117.1734","36.135","117.3134","35.9900"
"119.2966","36.0877",10.05,7,0.48,"FOG",71,50,"119.2966","36.0877","119.1639","35.7924"
"119.0497","36.0404",9.49,6.3,0.43,"FOG",71,50,"119.0497","36.0404","118.8706","35.7904"
"119.4941","36.2297",7.28,3.9,0.51,"CLOUDY",71,50,"119.4941","36.2297","119.4098","35.9069"
"118.6053","36.1824",8.4,5.2,0.4,"FOG",71,50,"118.6053","36.1824","118.4978","35.9162"
"117.9634","36.1824",6.83,4.2,0.53,"FOG",107,81,"117.9634","36.1824","118.0324","35.9825"
"120.9753","36.135",9.32,4.5,0.64,"CLOUDY",38,24,"120.9753","36.135","120.5293","35.6339"
"118.8522","36.1824",7.58,4.1,0.44,"CLOUDY",71,50,"118.8522","36.1824","118.7097","35.8884"
"119.0991","36.1824",6.76,3.3,0.44,"FOG",71,50,"119.0991","36.1824","118.9469","35.8977"
"117.2722","36.1824",6.15,3.9,0.66,"CLOUDY",66,48,"117.2722","36.1824","117.3579","36.0348"
"117.8647","36.1824",8.68,6,0.42,"FOG",107,81,"117.8647","36.1824","117.9823","36.0012"
"120.5803","36.0877",9.32,5.7,0.64,"CLOUDY",53,26,"120.5803","36.0877","120.2815","35.7271"
"118.1609","36.1824",7.32,4.9,0.53,"FOG",107,81,"118.1609","36.1824","118.1274","35.9988"
"117.6178","36.1824",9.58,6.8,0.42,"FOG",106,80,"117.6178","36.1824","117.7546","35.9874"
"119.2966","36.1824",9.38,6.1,0.44,"CLOUDY",71,50,"119.2966","36.1824","119.1683","35.8699"
"119.1484","36.2297",9.08,5.7,0.44,"CLOUDY",71,50,"119.1484","36.2297","119.0081","35.9145"
"119.9384","36.1824",10.81,8.3,0.59,"FOG",59,37,"119.9384","36.1824","119.9078","35.8978"
"119.1484","36.1824",7.06,3.5,0.44,"CLOUDY",71,50,"119.1484","36.1824","119.0059","35.8738"
"120.8766","36.0404",9.32,4.5,0.64,"CLOUDY",38,24,"120.8766","36.0404","120.4190","35.5656"
"118.2103","36.0877",6.53,4.1,0.53,"LIGHT_HAZE",107,81,"118.2103","36.0877","118.1447","35.9243"
"117.7166","36.1824",9.58,6.8,0.42,"FOG",107,81,"117.7166","36.1824","117.8665","36.0011"
"120.7284","36.1824",9.32,5.7,0.64,"CLOUDY",38,24,"120.7284","36.1824","120.3970","35.8490"
"118.5066","36.0877",6.23,3.4,0.53,"LIGHT_HAZE",107,81,"118.5066","36.0877","118.4413","35.8752"
"117.7166","36.2297",8.97,6.2,0.42,"FOG",107,81,"117.7166","36.2297","117.8622","36.0439"
"117.4697","36.2297",9.58,6.8,0.42,"FOG",121,92,"117.4697","36.2297","117.5644","36.0131"
"120.7284","36.135",9.32,5.5,0.64,"CLOUDY",38,24,"120.7284","36.135","120.3851","35.7809"
"118.8028","36.1824",9.3,5.9,0.4,"CLOUDY",71,50,"118.8028","36.1824","118.6620","35.8890"
"118.4572","36.1824",7.73,4.9,0.53,"FOG",70,48,"118.4572","36.1824","118.3721","35.9433"
"118.3091","36.1824",4.36,1.5,0.53,"FOG",70,48,"118.3091","36.1824","118.2327","35.9919"
"119.0497","36.1824",8.48,5.1,0.44,"CLOUDY",71,50,"119.0497","36.1824","118.9034","35.8886"
"119.4447","36.1824",10.35,7.3,0.48,"FOG",71,50,"119.4447","36.1824","119.3559","35.8736"
"119.4941","36.1824",10.05,7,0.48,"FOG",65,39,"119.4941","36.1824","119.4242","35.8719"
"119.7903","36.135",11.11,8.4,0.59,"CLOUDY",65,39,"119.7903","36.135","119.7539","35.8070"
"119.3953","36.135",4.98,1.4,0.48,"FOG",71,50,"119.3953","36.135","119.3066","35.8324"
"119.8397","36.2297",11.11,8.5,0.59,"FOG",65,39,"119.8397","36.2297","119.8054","35.9163"
"117.5191","36.1824",9.58,6.8,0.42,"LIGHT_HAZE",121,92,"117.5191","36.1824","117.6281","35.9639"
"117.7659","36.1824",9.28,6.5,0.42,"FOG",107,81,"117.7659","36.1824","117.9163","36.0059"
"117.8153","36.1824",9.28,6.6,0.42,"FOG",107,81,"117.8153","36.1824","117.9454","35.9999"
"118.5559","36.1824",9.9,6.9,0.4,"FOG",70,48,"118.5559","36.1824","118.4590","35.9259"
"118.2103","36.1824",7.32,4.9,0.53,"FOG",107,81,"118.2103","36.1824","118.1628","36.0044"
"118.7041","36.1824",9.6,6.4,0.4,"FOG",71,50,"118.7041","36.1824","118.5752","35.8963"
"119.1978","36.1824",9.08,5.7,0.44,"CLOUDY",71,50,"119.1978","36.1824","119.0573","35.8667"
"117.9634","36.2297",6.83,4.1,0.53,"FOG",107,81,"117.9634","36.2297","118.0272","36.0196"
"117.0747","36.1824",5.85,3.3,0.66,"CLOUDY",75,55,"117.0747","36.1824","117.2372","36.0442"
"120.3828","36.1824",9.32,6.8,0.64,"FOG",66,39,"120.3828","36.1824","120.2848","35.9247"
"117.9141","36.0404",8.29,5.9,0.54,"LIGHT_HAZE",107,81,"117.9141","36.0404","118.0187","35.8783"
"117.6672","36.0404",5.34,2.4,0.54,"LIGHT_HAZE",107,81,"117.6672","36.0404","117.8166","35.8576"
"120.6791","36.1824",7.52,3.7,0.64,"CLOUDY",38,24,"120.6791","36.1824","120.3762","35.8504"
"120.3334","36.1824",12.86,10.8,0.59,"FOG",66,39,"120.3334","36.1824","120.2483","35.9258"
"120.9753","36.1824",9.32,4.5,0.64,"CLOUDY",38,24,"120.9753","36.1824","120.5363","35.6824"
"118.9509","36.1824",8.18,4.8,0.44,"FOG",71,50,"118.9509","36.1824","118.8046","35.8943"
"119.8397","36.1824",10.81,8.2,0.59,"FOG",65,39,"119.8397","36.1824","119.8059","35.8734"
"120.7284","36.0877",9.32,5.1,0.64,"CLOUDY",38,24,"120.7284","36.0877","120.3231","35.6873"
"120.2841","36.1824",12.86,10.8,0.59,"FOG",66,39,"120.2841","36.1824","120.2029","35.9227"
"118.1609","36.2297",6.53,4,0.53,"FOG",107,81,"118.1609","36.2297","118.1252","36.0435"
"119.0991","36.2297",8.78,5.4,0.44,"CLOUDY",71,50,"119.0991","36.2297","118.9611","35.9165"
"117.3216","36.2297",6.15,3.9,0.66,"FOG",66,48,"117.3216","36.2297","117.3858","36.0660"
"119.0003","36.2297",7.58,4.1,0.44,"CLOUDY",71,50,"119.0003","36.2297","118.8631","35.9302"
"120.4816","36.135",9.68,6.6,0.64,"CLOUDY",53,26,"120.4816","36.135","120.2785","35.8166"
"119.2472","36.2297",7.84,4.2,0.44,"CLOUDY",71,50,"119.2472","36.2297","119.1077","35.8923"
"120.9259","36.135",9.32,4.6,0.64,"CLOUDY",38,24,"120.9259","36.135","120.4929","35.6618"
"119.8397","36.135",11.11,8.6,0.59,"FOG",65,39,"119.8397","36.135","119.8067","35.8308"
"118.9016","36.1824",8.18,4.8,0.44,"FOG",71,50,"118.9016","36.1824","118.7570","35.8924"
"117.5684","36.2297",9.58,6.8,0.42,"FOG",121,92,"117.5684","36.2297","117.6855","36.0230"
"117.4203","36.2297",5.35,2.3,0.42,"FOG",66,48,"117.4203","36.2297","117.5006","36.0324"
"120.5803","36.1824",7.22,4.3,0.64,"FOG",38,24,"120.5803","36.1824","120.4341","35.9225"
"119.9384","36.2297",10.81,8.2,0.59,"FOG",53,24,"119.9384","36.2297","119.9022","35.9249"
"118.8028","36.2297",10.2,6.8,0.4,"CLOUDY",71,50,"118.8028","36.2297","118.6618","35.9191"
"120.0372","36.1824",10.55,8.1,0.59,"FOG",53,24,"120.0372","36.1824","119.9971","35.9105"
"120.4816","36.277",8.79,6.7,0.64,"FOG",73,44,"120.4816","36.277","120.4692","36.0812"
"118.4078","36.1824",6.53,3.7,0.53,"FOG",70,48,"118.4078","36.1824","118.3270","35.9637"
"120.1359","36.2297",11.11,8.8,0.59,"FOG",66,39,"120.1359","36.2297","120.0983","35.9654"
"118.7041","36.277",10.5,7.2,0.4,"CLOUDY",71,50,"118.7041","36.277","118.5676","35.9631"
"117.5684","36.277",9.58,6.8,0.42,"FOG",121,92,"117.5684","36.277","117.6599","36.0480"
"117.2722","36.2297",6.15,4,0.66,"FOG",66,48,"117.2722","36.2297","117.3311","36.0775"
"119.0003","36.1824",7.88,4.5,0.44,"CLOUDY",71,50,"119.0003","36.1824","118.8540","35.8886"
"118.7534","36.2297",10.5,7.2,0.4,"CLOUDY",71,50,"118.7534","36.2297","118.6117","35.9141"
"118.5066","36.2297",10.5,7.5,0.4,"FOG",70,48,"118.5066","36.2297","118.4099","35.9661"
"118.4572","36.277",9.3,6.3,0.4,"FOG",70,48,"118.4572","36.277","118.3551","36.0241"
"118.9016","36.277",8.48,5.1,0.44,"CLOUDY",71,50,"118.9016","36.277","118.7699","35.9663"
"120.6297","36.2297",6.32,3.4,0.64,"FOG",38,24,"120.6297","36.2297","120.4833","35.9904"
"117.5191","36.277",9.58,6.8,0.42,"FOG",121,92,"117.5191","36.277","117.6044","36.0495"
"119.7409","36.277",11.11,8.3,0.51,"FOG",65,39,"119.7409","36.277","119.7074","35.9559"
"119.8891","36.277",11.11,8.5,0.59,"FOG",59,37,"119.8891","36.277","119.8536","35.9670"
"120.3828","36.3244",9.49,7.3,0.59,"FOG",73,44,"120.3828","36.3244","120.3662","36.1111"
"119.5928","36.277",7.47,4.1,0.51,"CLOUDY",71,50,"119.5928","36.277","119.5261","35.9501"
"118.6053","36.135",9,6,0.4,"FOG",71,50,"118.6053","36.135","118.5067","35.8963"
"120.3334","36.277",9.49,7.3,0.59,"FOG",73,44,"120.3334","36.277","120.3168","36.0619"
"117.8153","36.277",8.68,5.9,0.42,"FOG",107,81,"117.8153","36.277","117.9275","36.0703"
"120.1853","36.277",11.11,8.9,0.59,"FOG",66,39,"120.1853","36.277","120.1569","36.0275"
"117.3709","36.277",5.85,3.4,0.66,"FOG",66,48,"117.3709","36.277","117.4310","36.0946"
"118.7534","36.135",9.9,6.7,0.4,"FOG",71,50,"118.7534","36.135","118.6172","35.8580"
"118.6053","36.3244",10.2,7.1,0.4,"FOG",68,44,"118.6053","36.3244","118.4827","36.0447"
"118.3584","36.277",3.77,0.6,0.53,"FOG",70,48,"118.3584","36.277","118.2668","36.0539"
"119.9384","36.277",11.11,8.6,0.59,"FOG",53,24,"119.9384","36.277","119.9049","35.9746"
"118.5066","36.3717",10.5,7.5,0.4,"FOG",93,67,"118.5066","36.3717","118.3747","36.1215"
"117.0747","36.3244",6.03,3.3,0.57,"FOG",61,30,"117.0747","36.3244","117.2018","36.1384"
"120.8272","36.277",9.32,5.7,0.64,"CLOUDY",38,24,"120.8272","36.277","120.5093","35.9409"
"118.2597","36.3244",6.83,4.1,0.53,"FOG",70,48,"118.2597","36.3244","118.1702","36.1121"
"119.3953","36.277",9.38,5.9,0.44,"CLOUDY",71,50,"119.3953","36.277","119.2882","35.9374"
"117.6672","36.3717",8.98,6,0.42,"FOG",121,92,"117.6672","36.3717","117.7412","36.1230"
"120.4322","36.277",9.49,7.3,0.59,"FOG",73,44,"120.4322","36.277","120.4172","36.0699"
"117.1734","36.3244",6.33,3.8,0.57,"FOG",66,48,"117.1734","36.3244","117.2543","36.1463"
"117.1734","36.3717",6.03,3.3,0.57,"FOG",66,48,"117.1734","36.3717","117.2545","36.1644"
"117.5684","36.3717",8.98,6,0.42,"FOG",121,92,"117.5684","36.3717","117.6383","36.1205"
"119.2472","36.3244",9.08,5.5,0.44,"CLOUDY",71,50,"119.2472","36.3244","119.1219","35.9767"
"118.5559","36.3244",10.2,7.1,0.4,"FOG",93,67,"118.5559","36.3244","118.4330","36.0563"
"117.1241","36.3244",5.13,2.4,0.57,"FOG",66,48,"117.1241","36.3244","117.2275","36.1389"
"119.5928","36.3244",11.11,8.2,0.51,"CLOUDY",71,50,"119.5928","36.3244","119.5250","35.9947"
"117.8153","36.3717",9.34,6.4,0.4,"FOG",70,48,"117.8153","36.3717","117.8875","36.1253"
"118.0622","36.3244",6.53,3.7,0.53,"FOG",70,48,"118.0622","36.3244","118.0717","36.0897"
"117.8647","36.3717",9.34,6.4,0.4,"FOG",70,48,"117.8647","36.3717","117.9208","36.1193"
"119.7409","36.419",10.42,7.6,0.51,"FOG",70,48,"119.7409","36.419","119.7158","36.1167"
"120.9259","36.3717",9.32,6.1,0.64,"CLOUDY",38,24,"120.9259","36.3717","120.6777","36.0701"
"117.2722","36.4664",6.63,3.7,0.57,"FOG",54,34,"117.2722","36.4664","117.3193","36.2045"
"118.8028","36.0404",8.63,5.5,0.44,"FOG",71,50,"118.8028","36.0404","118.6552","35.7959"
"120.1359","36.3717",11.11,8.8,0.59,"FOG",73,44,"120.1359","36.3717","120.1149","36.1088"
"118.5066","36.419",10.8,7.8,0.4,"FOG",93,67,"118.5066","36.419","118.3705","36.1672"
"118.0128","36.419",9.34,6.3,0.4,"FOG",70,48,"118.0128","36.419","118.0243","36.1465"
"118.1116","36.419",7.54,4.4,0.4,"FOG",70,48,"118.1116","36.419","118.0874","36.1579"
"119.8891","36.3244",11.11,8.4,0.51,"FOG",73,44,"119.8891","36.3244","119.8611","36.0233"
"117.6178","36.3717",8.98,6,0.42,"FOG",121,92,"117.6178","36.3717","117.6913","36.1225"
"118.8522","36.3717",10.8,7.6,0.4,"CLOUDY",71,50,"118.8522","36.3717","118.7320","36.0628"
"117.2228","36.419",6.63,3.9,0.57,"FOG",66,48,"117.2228","36.419","117.2818","36.1867"
"117.4697","36.419",10.68,7.6,0.32,"FOG",121,92,"117.4697","36.419","117.5195","36.1478"
"118.6547","36.419",10.5,7.4,0.4,"FOG",68,44,"118.6547","36.419","118.5335","36.1436"
"119.9384","36.419",11.11,8.5,0.51,"FOG",73,44,"119.9384","36.419","119.9217","36.1330"
